x[pix],y[pix],z[pix],intensity,frame,sigma
351.9845153604679,1435.6313192849543,0.0000000000000,300.2441406250000,1,23.9208126068115
871.9853444443150,282.1315601302078,0.0000000000000,1649.7116699218750,1,22.2796802520752
949.2348191326014,792.4054300168583,0.0000000000000,1716.7302246093750,1,6.4033193588257
442.7281624797146,995.5553570167982,0.0000000000000,1700.2502441406250,1,32.9756164550781
624.5001255551352,244.3193142237181,0.0000000000000,605.0019531250000,1,10.9294137954712
1407.4310886558640,205.4632257080717,0.0000000000000,2097.2351074218750,1,9.3138046264648
210.9113132582600,1498.8997797487082,0.0000000000000,1683.7702636718750,1,22.5650615692139
290.6013652574921,716.2745286906720,0.0000000000000,1686.8221435546875,1,24.5705432891846
112.6889223514049,1377.3983891536882,0.0000000000000,1532.9478759765625,1,13.0916814804077
830.1979386573049,736.6785755478419,0.0000000000000,997.8362426757813,1,5.0941786766052
549.0906269666406,141.1957042825230,0.0000000000000,885.5281372070313,1,0.4305367469788
556.2882644178117,389.0133433032960,0.0000000000000,1499.5605468750000,1,17.9463539123535
1322.7096611965867,527.1694396795531,0.0000000000000,453.9353637695313,1,13.2581729888916
659.7144221997870,1397.6974230020132,0.0000000000000,1317.3039550781250,1,31.9811592102051
1004.9808256262342,906.1543979392226,0.0000000000000,2199.1057128906250,1,24.5934047698975
340.8912018448470,229.4474689316719,0.0000000000000,2183.9074707031250,1,4.6816496849060
95.3733824252745,1113.3009576886059,0.0000000000000,2201.4863281250000,1,63.0228652954102
338.8606742586878,669.0585497213921,0.0000000000000,1646.1715087890625,1,14.6077203750610
1036.5961286865888,728.9480663967178,0.0000000000000,1580.6787109375000,1,17.3949108123779
330.6751456595211,694.0639418322858,0.0000000000000,1688.8974609375000,1,8.4656467437744
68.3808634291265,1204.1417692206703,0.0000000000000,476.0307617187500,1,15.0313777923584
86.0740984623898,1196.1065999522996,0.0000000000000,1238.8714599609375,1,28.4972076416016
650.1639094850725,935.0193805096252,0.0000000000000,1197.3051757812500,1,101.8530960083008
925.3950760500001,129.8926818243908,0.0000000000000,720.9112548828125,1,8.2430400848389
18.9765185353121,28.3538467929614,0.0000000000000,534.3821411132813,1,3.3238763809204
152.6765864905715,432.4848518911614,0.0000000000000,1197.7935791015625,1,7.2461390495300
134.5479234005500,154.9769413889717,0.0000000000000,2125.8613281250000,1,50.3370819091797
367.1535032038549,717.0942910671631,0.0000000000000,1898.5594482421875,1,11.4751796722412
1000.9515955138615,822.2321400704160,0.0000000000000,1975.3441162109375,1,26.6200389862061
663.7670920027767,1409.3632268115366,0.0000000000000,1363.9973144531250,1,3.5657501220703
242.8860408325736,532.2063642850129,0.0000000000000,1929.9324951171875,1,3.0621936321259
943.1813180468148,1091.2992280309027,0.0000000000000,2269.8476562500000,1,15.1403951644897
244.7059890982498,1377.6552305487112,0.0000000000000,1436.5703125000000,1,13.5709352493286
267.6157436201863,264.9039391740478,0.0000000000000,1477.6481933593750,1,1.4346792697906
