x[nm],y[nm],z[nm]],intensity,frame,sigma
1678.09,1353.68,0,779.873,1,26.0637
1731.8,151.25,0,391.617,1,35.6834
1925.78,1420.03,0,1295.57,1,16.0073
1733.45,1657.46,0,1509.51,1,23.818
534.318,1233.25,0,659.935,1,37.0551
318.796,1001.92,0,1123.76,1,22.17
1671.19,893.277,0,1110.94,1,28.2054
380.322,930.754,0,641.258,1,15.3723
1830.13,1725.03,0,1690.85,1,7.76256
526.505,868.801,0,2271.98,1,25.6407
1983.34,70.0705,0,385.33,1,15.1484
955.901,1550.16,0,337.355,1,32.1804
941.496,1458.48,0,1017.73,1,32.1146
192.938,1058.08,0,2128.18,1,18.265
482.925,1470.69,0,2060,1,42.7021
1750.97,1088.35,0,1321.82,1,26.2343
1814.33,604.389,0,824.735,1,11.5918
782.373,1247.05,0,2070.62,1,36.5143
1926.94,1457.38,0,1208.47,1,31.5304
1780.33,196.478,0,1749.63,1,28.5672
1409.1,1538.93,0,1518.97,1,42.6383
1393.17,1461.1,0,1261.94,1,28.0041
278.451,23.4382,0,2191.48,1,31.8963
1415.27,705.771,0,1993.17,1,16.7604
1396.53,1757.38,0,621.116,1,25.8749
15.4424,299.936,0,2226.76,1,30.8565
27.2225,832.545,0,1174.29,1,30.816
266.793,1978.76,0,1338.48,1,38.0764
1103,1038.79,0,1926.21,1,32.1656
39.1858,1414.41,0,1620.47,1,38.4267
759.972,1507.43,0,1070.65,1,15.8548
318.125,1510.97,0,1404.83,1,18.7138
1705.68,859.462,0,495.441,1,21.5707
11.536,232.856,0,1501.94,1,11.5874
980.621,169.134,0,974.642,1,19.7151
307.566,1782.77,0,2098.76,1,33.497
1677.72,57.4358,0,2044.01,1,32.9717
645.222,937.895,0,1422.53,1,14.1194
1180.52,226.142,0,1143.04,1,42.562
1361.43,1360.58,0,916.108,1,45.7841
1483.93,746.422,0,2284.31,1,24.4898
1075.84,1692.68,0,644.249,1,33.7568
159.062,1413.31,0,1591.73,1,22.7974
1876.77,248.543,0,1404.34,1,29.1372
1525.8,479.629,0,789.7,1,36.4605
370.006,117.679,0,799.161,1,22.789
593.829,1080.9,0,1366.87,1,19.8193
1654.16,1490.28,0,1597.28,1,33.2673
1336.89,664.205,0,940.522,1,21.9634
283.09,1017.43,0,302.564,1,14.6412
1860.71,1733.76,0,555.623,1,26.2163
1280.56,1020.05,0,2235,1,35.8965
28.1991,1225.01,0,513.446,1,14.1876
1266.88,356.578,0,832.914,1,27.7095
104.434,820.338,0,2096.26,1,25.7844
762.23,1764.7,0,1581.47,1,22.8021
1983.4,1518.85,0,479.083,1,26.6237
1727.65,1486.92,0,1190.35,1,34.0097
1559.07,771.813,0,1452.56,1,26.1638
1407.27,1994.93,0,652.489,1,14.2404
1804.19,1498.4,0,568.441,1,32.5327
533.586,1623.58,0,846.77,1,31.1282
1117.77,1291.12,0,1213.79,1,24.3998
958.708,1927.24,0,1666.07,1,25.7997
505.448,1126.5,0,1171.73,1,28.461
773.217,571.917,0,499.774,1,15.8965
153.63,1891.78,0,682.397,1,32.2114
1977.11,574.908,0,1527.76,1,19.9541
961.089,39.9182,0,2131.48,1,26.1764
762.597,1704.09,0,1943.18,1,8.19308
1589.89,687.277,0,1513.48,1,32.3926
1473.62,850.246,0,1164.28,1,44.4798
598.529,1463.67,0,1992.8,1,24.8174
303.293,1185.09,0,565.938,1,31.5745
219.733,1430.16,0,1466.48,1,49.2293
1792.47,915.616,0,516.803,1,27.673
1344.77,374.828,0,2273.14,1,8.19365
