x[nm],y[nm],z[nm]],intensity,frame,sigma
1983.89,323.191,0,1130.84,1,24.6948
100.894,398.755,0,1217.69,1,11.0332
1556.2,98.1475,0,649.62,1,23.5748
928.8,569.842,0,1544.67,1,15.446
1739.25,1479.84,0,1481.19,1,33.1673
932.89,286.142,0,2224.01,1,13.8976
876.98,788.537,0,2087.22,1,6.04101
94.2412,1777.76,0,1975.41,1,19.7838
760.765,206.366,0,1618.52,1,21.0398
199.896,1684.13,0,542.561,1,30.14
469.008,506.424,0,1881.1,1,16.4005
1904.17,121.83,0,1520.68,1,20.2073
414.808,1161.66,0,674.645,1,22.4565
1652.21,162.358,0,880.34,1,36.4896
1162.14,144.963,0,602.805,1,27.1984
1530.2,532.365,0,1388.72,1,24.9452
574.786,733.177,0,1256.14,1,19.5156
103.519,1349.53,0,1723.75,1,17.7782
1859.61,1627.19,0,876.128,1,39.9762
1305.46,1705.56,0,459.062,1,35.2531
66.4693,1701.35,0,1471.36,1,26.4342
1439.5,909.635,0,1505.79,1,29.1445
1608.57,1694.33,0,2125.62,1,34.1414
1357.22,204.718,0,1287.58,1,34.197
363.475,153.325,0,2165.84,1,14.7877
1874.81,768.517,0,1152.32,1,13.9642
920.255,1945.62,0,2187.75,1,29.0215
1489.73,812.464,0,1521.53,1,24.8882
532.243,647.481,0,1925.72,1,33.6465
461.379,1590.75,0,1319.68,1,36.7511
340.342,1126.74,0,848.723,1,33.1758
317.026,1131.87,0,1537.77,1,47.0768
1427.72,1626.94,0,1414.35,1,6.84943
846.217,1505.78,0,1635.86,1,30.4935
269.234,1669.48,0,1369.92,1,22.3691
1645.92,438.063,0,2115.85,1,33.6733
1138.28,1083.96,0,1603.08,1,34.9861
279,1084.87,0,2258.62,1,24.4462
32.3496,480.178,0,1064.24,1,9.38834
108.463,779.992,0,958.406,1,4.98486
1681.51,474.013,0,1458.48,1,21.5153
1870.05,567.461,0,1062.05,1,24.5848
200.568,1979.43,0,985.934,1,35.1203
45.1064,331.675,0,1872.74,1,26.5342
949.065,879.666,0,1650.2,1,13.3672
97.9644,1337.75,0,765.041,1,29.3313
160.283,1390.3,0,1795.96,1,31.6808
1637.38,994.11,0,1423.57,1,25.949
1902.4,1424.91,0,1840.03,1,38.6683
1567.8,1651.17,0,1313.15,1,19.7605
934.05,278.39,0,1865.84,1,26.6988
290.475,246.529,0,872.466,1,7.98181
1017.49,1938.78,0,2115.55,1,36.4773
1018.4,611.225,0,1826.96,1,12.9088
1250.53,340.159,0,682.092,1,22.2055
1266.58,1248.21,0,2213.82,1,36.0431
1980.96,1869.99,0,2131.35,1,30.1444
580.706,395.825,0,1429.8,1,24.5507
865.2,1442.37,0,1614.25,1,21.2829
1567.13,1189.79,0,2121.34,1,28.0868
634.541,1450.54,0,519.245,1,23.0302
285.043,733.909,0,1266.22,1,14.3935
1130.28,1910.76,0,1108.25,1,38.2943
1065.95,1895.08,0,617.637,1,35.9744
1171.18,1109.9,0,2130.74,1,50.9639
1819.51,1631.95,0,1025.06,1,14.7831
815.394,1069.61,0,368.361,1,15.4467
892.056,672.384,0,2278.21,1,45.2006
1579.7,1139.32,0,1673.94,1,32.3352
1537.16,350.536,0,2278.21,1,50.6173
1177.59,30.5185,0,590.048,1,25.2187
1062.35,1416.43,0,783.413,1,2.76216
340.342,1605.46,0,1307.54,1,36.9832
714.377,631.123,0,1948.73,1,28.8556
281.747,731.407,0,1805.6,1,21.3645
1364.6,1959.47,0,631.004,1,30.5343
370.373,514.725,0,754.543,1,24.5631
1058.38,172.369,0,2220.47,1,26.9767
571.123,1225.68,0,406.143,1,33.9074
1489.91,1673.02,0,820.524,1,6.20343
219.001,227.424,0,1497.61,1,6.53287
1465.13,356.7,0,2201.06,1,26.3959
1687.31,1221.41,0,1401.54,1,19.2842
415.845,1319.68,0,323.499,1,19.3629
512.711,121.525,0,1619.07,1,17.1162
27.0394,227.058,0,1652.03,1,24.8609
540.544,1870.11,0,480.975,1,30.1748
1039.4,1154.33,0,2151.13,1,19.1217
1650.93,1507,0,848.418,1,34.8433
1290.99,713.279,0,2097.17,1,15.8638
630.512,1806.09,0,1937.56,1,15.1566
59.2059,1275.92,0,1831.79,1,28.892
750.877,789.636,0,378.555,1,27.1705
765.954,1108.68,0,1622.55,1,37.0879
616.108,1435.22,0,1517.44,1,25.7325
1108.92,228.889,0,1111.67,1,16.0314
1843.26,885.342,0,1014.8,1,39.6566
680.868,1796.81,0,680.749,1,30.9147
136.052,1474.47,0,2258.8,1,22.2214
1139.87,1854.92,0,690.454,1,27.4931
1317.24,884.121,0,2217.72,1,29.7563
992.523,1227.7,0,1211.04,1,38.3783
878.994,1740.29,0,379.897,1,22.0081
53.5295,394.055,0,804.471,1,29.0055
616.23,1963.93,0,1603.75,1,33.247
1643.18,1144.69,0,388.565,1,33.992
904.08,188.238,0,1282.02,1,38.8279
1585.07,1837.09,0,1469.96,1,29.2019
182.623,1555.1,0,1464.77,1,36.1797
68.4835,60.8539,0,1315.23,1,31.7905
211.066,201.971,0,726.832,1,18.6052
1435.35,1526.11,0,1199.32,1,10.8149
653.645,1754.14,0,1869.99,1,7.46551
1955.69,985.809,0,1964.11,1,32.677
1560.72,131.901,0,1253.22,1,33.0118
654.256,6.95822,0,2002.38,1,13.5621
1306.19,1987.98,0,912.201,1,29.8666
1250.47,1401.65,0,690.393,1,2.77789
545,1084.87,0,893.768,1,15.4077
273.324,1130.22,0,1484.97,1,26.4882
1752.43,1927.79,0,1661.31,1,14.8119
1415.81,1490.34,0,1621.7,1,19.6492
907.682,962.493,0,2255.69,1,15.3105
1188.76,403.027,0,1858.4,1,27.3819
885.037,653.218,0,386.978,1,30.9378
1939.21,609.577,0,2238.72,1,9.90341
1114.23,750.999,0,1026.1,1,18.5882
1293.8,1590.5,0,670.678,1,28.5364
1072.66,66.5914,0,1613.88,1,28.8924
90.5789,19.8981,0,460.894,1,14.3418
172.552,1059.66,0,1967.41,1,30.1801
1862,1567.49,0,1073.89,1,41.0072
1604.97,556.658,0,570.821,1,21.4804
1930.3,1860.84,0,1547.96,1,30.5778
703.085,910.245,0,1461.72,1,13.8578
1179.72,1419.97,0,438.005,1,18.0029
1388.04,912.748,0,597.433,1,26.6205
566.485,377.575,0,2130.26,1,22.5883
1258.89,775.781,0,669.518,1,25.949
1429.3,1796.62,0,1126.26,1,15.4069
889.798,488.968,0,2070.38,1,24.6885
1663.62,1397.81,0,1680.9,1,27.7909
1896.48,1869.93,0,363.967,1,20.8358
821.436,510.453,0,2242.01,1,30.2558
1335.18,1618.27,0,410.721,1,32.7208
199.53,57.8021,0,741.359,1,23.506
995.697,1685.84,0,1503.47,1,21.8398
978.301,390.454,0,2161.32,1,24.9637
1151.65,276.193,0,1737.6,1,25.5684
473.769,779.443,0,2214.12,1,22.9851
1330.3,1785.27,0,604.636,1,30.2012
1566.15,1382.85,0,662.987,1,26.9542
1664.24,995.453,0,1726.74,1,11.4628
1365.28,1496.51,0,1033.18,1,22.7456
